id,year_born,gender,how_long,industry,occupation,organisation,household,m_r,remote_last_quarter,remote_preferred_last_quarter,remote_this_year,remote_preferred_this_year,covid_cured_preferred_remote,arra_updated_policy,past_6months,how_often,how_often_like,policy_workplace,policy_workplace_time,think_policy1,think_policy2,think_policy3,think_policy4,feel_remote_policy,think_6months1,think_6months2,think_6months3,think_6months4,think_6months5,think_6months6,think_6months7,think_remote,most_supportive,covid_cured1,covid_cured2,covid_cured3,think_workplace1,think_workplace2,think_workplace3,think_workplace4,think_workplace5,think_remote1,think_remote2,think_remote3,think_remote4,think_remote5,remote_paycut,biggest_paycut,barriers_remote1,barriers_remote2,barriers_remote3,barriers_remote4,barriers_remote5,barriers_remote6,barriers_remote7,barriers_remote8,barriers_remote9,barriers_remote10,barriers_remote11,barriers_remote12,barriers_remote13,barriers_remote14,barriers_remote15,barriers_remote16,barrier_colleagues1,barrier_colleagues2,barrier_colleagues3,barrier_colleagues4,barrier_colleagues5,barrier_colleagues6,barrier_colleagues7,barrier_colleagues8,barrier_colleagues9,barrier_colleagues10,barrier_colleagues11,barrier_colleagues12,barrier_colleagues13,barrier_colleagues14,barrier_colleagues15,barrier_colleagues16,barrier_colleagues17,barrier_colleagues18,barrier_colleagues19,barrier_colleagues20,barrier_colleagues21,barrier_colleagues22,barrier_colleagues23,barrier_colleagues24,barrier_colleagues25,barrier_colleagues26,barrier_colleagues27,barrier_colleagues28,statements1,statements2,statements_2,manage_people,employees_manage_remote,statements_3,statements11,statements12,statements1_2,statements21,statements22,statements2_2,statements2_3,statements23,productive,productive_employees,productive1,productive_employees1,remote_last_quarter1,remote_preferred_last_quarter1,remote_this_year1,remote_preferred_this_year1,covid_cured_preferred_remote1,how_often1,how_often_like1,policy_workplace_time1,t_policy1,t_policy2,t_policy3,t_policy4,t_6months1,t_6months2,t_6months3,t_6months4,t_6months5,t_6months6,t_6months7,ss1,ss2,ss_2,ss_3,ss11,ss12,ss1_2,ss21,ss22,ss2_2,ss2_3,ss23,bar_rem1,bar_rem2,bar_rem3,bar_rem4,bar_rem5,bar_rem6,bar_rem7,bar_rem8,bar_rem9,bar_rem10,bar_rem11,bar_rem12,bar_rem13,bar_rem14,bar_rem15,bar_rem16,biggest_b_colle,smallest_b_colle,occupation_d,index_p,index_p21
242,1983,Female,Between 6 and 12 months,"Transport, Postal and Warehousing",Clerical and administrative ,Between 5 and 19,One parent family with dependent children,Regional,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,10%,20%,Yes,Yes,Less than 10% of my time,20%,No,,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat Negative,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,They are about the same,Somewhat unlikely,Somewhat unlikely,Somewhat likely,1.0,9.0,5.0,3.0,6.0,1.0,9.0,4.0,3.0,7.0,Yes,0.1,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Significantly worsened,Stayed about the same,Somewhat worsened,Not a barrier for me,Stayed about the same,Somewhat improved,Significantly improved,Somewhat improved,Somewhat worsened,Significantly improved,Stayed about the same,Significantly improved,Interruptions,Lack of privacy,Problems with audio-visual setup,Lack of privacy,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Lack of privacy,Noisy work environment,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Problems with audio-visual setup,Noisy work environment,Lack of privacy,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Lack of privacy,Difficulty collaborating with remote colleagues,Difficulty innovating,Noisy work environment,Lack of privacy,Interruptions,Lack of privacy,Noisy work environment,Difficulty innovating,Strongly agree,Strongly agree,Neither agree nor disagree,No,,,,,,,,,,,Im 50% more productive when working remotely (or more),,50,,10,10,10,10,20,10.0,20.0,,-1,-1,-1,-1,-1,-2,1,-2,-1,0,0,2.0,2.0,0.0,,,,,,,,,,-1.0,-1.0,0.0,0.0,-2.0,0.0,-1.0,,0.0,1.0,2.0,1.0,-1.0,2.0,0.0,2.0,Noisy work environment,Lack of privacy,Otros Clericales y Administrativos,0.0,0.0
243,1978,Male,Between 1 and 5 years,Financial and Insurance,Managers,Between 20 and 199,Couple with dependent children,Metro,30%,50% - About half of my time,30%,30%,Less than 10% of my time,Yes,Yes,30%,30%,Yes,30%,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly Positive,Senior leadership,Very likely,Very likely,Somewhat likely,2.0,8.0,4.0,2.0,8.0,2.0,8.0,4.0,2.0,8.0,Yes,0.1,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Significantly improved,Somewhat improved,Significantly improved,Significantly improved,Noisy work environment,Interruptions,Problems with audio-visual setup,Connectivity/internet issues,Connectivity/internet issues,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Noisy work environment,Interruptions,Difficulty collaborating with remote colleagues,Interruptions,Lack of privacy,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Difficulty innovating,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Somewhat agree,Strongly agree,Strongly agree,Yes,Yes,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Im 30% more productive when working remotely,Im 30% more productive when working remotely,30,30.0,30,50,30,30,10,30.0,30.0,30.0,1,2,2,1,2,2,2,1,1,1,2,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,Difficulty innovating,Interruptions,Gerentes Especialistas,10.0,10.0
244,1962,Female,Between 1 and 5 years,Manufacturing,Managers,More than 200,Couple with no dependent children,Regional,Rarely or never,I would not have preferred to work remotely,Rarely or never,I would not have preferred to work remotely,I would prefer not to work remotely,No,No,,,No,,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither positive nor negative,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly Negative,My direct manger(s),Very unlikely,Very unlikely,Very unlikely,1.0,12.0,4.0,0.0,7.0,0.0,15.0,3.0,0.0,6.0,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Stayed about the same,Significantly worsened,Stayed about the same,Stayed about the same,Significantly worsened,Stayed about the same,Stayed about the same,Stayed about the same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Yes,No,,,,,,,,,,Im 50% more productive when working remotely (or more),Im 50% more productive when working remotely (or more),50,50.0,0,0,0,0,0,,,,0,-2,-2,2,-2,2,-2,0,-2,2,-2,-2.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,,,Gerentes Especialistas,0.0,0.0
245,1994,Female,Between 1 and 5 years,Retail Trade,Managers,Between 20 and 199,Couple with dependent children,Metro,50% - I spent about half of my time remote working,70%,50% - I spent about half of my time remote working,90%,60%,Yes,Yes,60%,80%,No,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat Positive,My direct manger(s),Somewhat likely,Somewhat likely,Somewhat unlikely,1.0,8.0,5.0,2.0,8.0,1.0,8.0,5.0,3.0,7.0,No,,Stayed about the same,Somewhat improved,Significantly improved,Significantly improved,Somewhat improved,Significantly worsened,Significantly improved,Significantly improved,Significantly improved,Somewhat worsened,Significantly improved,Stayed about the same,Significantly improved,Somewhat improved,Significantly improved,Significantly improved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,My productivity is about same when I work remotely,My productivity is about same when I work remotely,0,0.0,50,70,50,90,60,60.0,80.0,,0,1,1,-1,1,1,-1,-1,1,1,2,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,-2.0,2.0,2.0,2.0,-1.0,2.0,0.0,2.0,1.0,2.0,2.0,,,Gerentes Especialistas,30.0,30.0
246,1979,Male,Between 1 and 5 years,Financial and Insurance,Managers,Between 20 and 199,One parent family with dependent children,Metro,30%,30%,30%,30%,Less than 10% of my time,Yes,Yes,30%,30%,Yes,30%,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly Positive,Senior leadership,Somewhat likely,Somewhat likely,Very likely,2.0,8.0,4.0,2.0,8.0,2.0,8.0,4.0,2.0,8.0,Yes,0.1,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,Significantly improved,Difficulty collaborating with remote colleagues,Interruptions,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Interruptions,Difficulty innovating,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Difficulty innovating,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Difficulty innovating,Noisy work environment,Somewhat agree,Strongly agree,Strongly agree,Yes,Yes,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Im 30% more productive when working remotely,Im 30% more productive when working remotely,30,30.0,30,30,30,30,10,30.0,30.0,30.0,1,2,2,1,2,1,1,2,1,2,1,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,Connectivity/internet issues,Interruptions,Gerentes Especialistas,0.0,0.0
247,1964,Female,More than 5 years,Financial and Insurance,Clerical and administrative ,Between 20 and 199,Single person,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,50% - About half of my time,50% - About half of my time,Yes,Yes,50% - About half of my time,50% - About half of my time,Yes,50% - About half of my time,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat Positive,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly Negative,They are about the same,Very unlikely,Very unlikely,Very unlikely,2.0,8.0,2.0,4.0,8.0,1.0,8.0,3.0,4.0,8.0,No,,Somewhat improved,Stayed about the same,Significantly worsened,Significantly worsened,Significantly worsened,Somewhat worsened,Significantly worsened,Significantly worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Somewhat worsened,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Interruptions,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Difficulty innovating,Noisy work environment,Interruptions,Connectivity/internet issues,Interruptions,Noisy work environment,Difficulty innovating,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Difficulty innovating,Connectivity/internet issues,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Somewhat agree,Strongly disagree,Strongly agree,No,,,,,,,,,,,Im 20% less productive when working remotely,,-20,,50,50,50,50,50,50.0,50.0,50.0,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1.0,-2.0,2.0,,,,,,,,,,1.0,0.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Connectivity/internet issues,Difficulty innovating,Apoyo Clerical y de Oficina,0.0,0.0
248,1964,Female,More than 5 years,Financial and Insurance,Clerical and administrative ,Between 5 and 19,Couple with dependent children,Metro,Less than 10% of my time,Less than 10% of my time,Less than 10% of my time,20%,20%,Yes,Yes,10%,10%,Unsure,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,1.0,8.0,3.0,4.0,8.0,0.0,8.0,4.0,4.0,8.0,No,,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Difficulty collaborating with remote colleagues,Interruptions,Problems with audio-visual setup,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Difficulty innovating,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Connectivity/internet issues,Noisy work environment,Difficulty collaborating with remote colleagues,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Somewhat agree,Neither agree nor disagree,Somewhat agree,No,,,,,,,,,,,My productivity is about same when I work remotely,,0,,10,10,10,20,20,10.0,10.0,,1,1,0,1,1,1,1,1,1,0,1,1.0,0.0,1.0,,,,,,,,,,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Difficulty collaborating with remote colleagues,Interruptions,Apoyo Clerical y de Oficina,5.0,5.0
249,1965,Female,More than 5 years,Financial and Insurance,Clerical and administrative ,Between 20 and 199,Single person,Metro,60%,70%,60%,70%,70%,No,Yes,50% - About half of my time,100% - All of my time,Unsure,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat Positive,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat Positive,They are about the same,Neither unlikely or likely,Somewhat likely,Somewhat likely,1.0,8.0,3.0,4.0,8.0,0.0,8.0,4.0,4.0,8.0,Yes,0.02,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Interruptions,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Lack of privacy,Interruptions,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Difficulty innovating,Interruptions,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Interruptions,Noisy work environment,Lack of privacy,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Interruptions,Difficulty innovating,Lack of appropriate work and meeting spaces,Difficulty innovating,Noisy work environment,Lack of privacy,Interruptions,Lack of privacy,Difficulty collaborating with remote colleagues,Difficulty innovating,Somewhat agree,Somewhat agree,Neither agree nor disagree,No,,,,,,,,,,,Im 20% more productive when working remotely,,20,,60,70,60,70,70,50.0,100.0,,0,0,1,1,0,1,1,1,1,-1,0,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interruptions,Lack of privacy,Clerical General,10.0,10.0
250,1996,Female,Between 6 and 12 months,Health Care and Social Assistance,Professionals,Between 5 and 19,Couple with no dependent children,Metro,70%,70%,70%,80%,70%,No,Yes,40%,40%,No,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat likely,Somewhat likely,Somewhat likely,2.0,8.0,1.0,5.0,8.0,0.0,8.0,2.0,5.0,9.0,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat worsened,Somewhat improved,Stayed about the same,Somewhat worsened,Somewhat improved,Noisy work environment,Lack of privacy,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Interruptions,Noisy work environment,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Noisy work environment,Lack of privacy,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Problems with audio-visual setup,Lack of privacy,Difficulty innovating,Problems with audio-visual setup,Noisy work environment,Lack of privacy,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty innovating,Somewhat agree,Somewhat agree,Somewhat agree,No,,,,,,,,,,,Im 10% less productive when working remotely,,-10,,70,70,70,80,70,40.0,40.0,,0,1,0,0,1,0,2,1,2,0,1,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,Noisy work environment,Lack of privacy,Profesionales de la Salud,5.0,5.0
251,1964,Female,More than 5 years,Wholesale Trade,Clerical and administrative ,More than 200,Couple with dependent children,Metro,100% - I spent all of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,50% - About half of my time,50% - About half of my time,Yes,No,,,Yes,50% - About half of my time,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly Positive,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat likely,Neither unlikely or likely,Somewhat likely,1.0,8.0,4.0,3.0,8.0,1.0,8.0,4.0,3.0,8.0,No,,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree,Somewhat agree,Strongly agree,No,,,,,,,,,,,My productivity is about same when I work remotely,,0,,100,50,50,50,50,,,50.0,2,1,2,1,2,2,0,2,1,-1,1,0.0,1.0,2.0,,,,,,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,,Apoyo Clerical y de Oficina,-25.0,-25.0
252,1985,Female,More than 5 years,Other Services,Professionals,Between 20 and 199,Couple with dependent children,Metro,80%,90%,90%,90%,100% - All of my time,Yes,Yes,80%,100% - All of my time,Yes,50% - About half of my time,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat Positive,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly Positive,My direct manger(s),Somewhat likely,Neither unlikely or likely,Somewhat likely,3.0,9.0,2.0,3.0,7.0,0.5,10.0,3.0,4.0,6.5,Yes,0.05,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat worsened,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Significantly worsened,Stayed about the same,Interruptions,Noisy work environment,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Interruptions,Noisy work environment,Interruptions,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Noisy work environment,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Difficulty innovating,Interruptions,Difficulty innovating,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Lack of privacy,Interruptions,Lack of privacy,Difficulty innovating,Noisy work environment,Strongly agree,Somewhat disagree,Somewhat agree,Yes,Yes,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,My productivity is about same when I work remotely,My productivity is about same when I work remotely,0,0.0,80,90,90,90,100,80.0,100.0,50.0,1,2,2,2,-1,2,1,1,2,-1,-1,2.0,-1.0,1.0,1.0,2.0,2.0,1.0,-1.0,-1.0,1.0,2.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-2.0,0.0,Interruptions,Lack of appropriate work and meeting spaces,"Profesionales de Negocios, Recursos Humanos y Marketing",5.0,5.0
