occupation_d,Mis responsabilidades de cuidado,Conectividad,Software y sistemas de mi organización,Dificultad para colaborar de forma remota,Mala gestión,Equipos informáticos,Sentirse excluido/a y/o aislado/a,Costos adicionales,Ciberseguridad,Tengo tareas que no se pueden realizar de forma remota,Mi espacio de trabajo ,Motivación,La gerencia desalienta el trabajo remoto,Mi situación de vida,Falta de habilidades para trabajar de forma remota,Mi salud y seguridad al trabajar de forma remota,¿Cuáles fueron las barreras más grandes al trabajar de esta manera?,¿Cuáles fueron las barreras más pequeñas al trabajar de esta manera?
Apoyo de Salud y Bienestar,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,2.0,Problemas con la configuración de audio y video,Interrupciones
Obreros de Construcción y Minería,1.0,1.0,2.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,Falta de espacios de trabajo y reuniones adecuados,Dificultad para colaborar con colegas remotos
Gerentes Especialistas,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Falta de privacidad,Entorno de trabajo ruidoso
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Entorno de trabajo ruidoso,Falta de espacios de trabajo y reuniones adecuados
Gerentes de Oficina y Administradores de Programas,0.0,0.0,0.0,0.0,,-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.0,,,,
"Técnicos de Ingeniería, Tecnologías de la Información y Ciencia",0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Gerentes Especialistas,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Problemas con la configuración de audio y video,Dificultad para innovar
Gerentes Especialistas,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,,
Gerentes Especialistas,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,,
"Gerentes de Hospitalidad, Retail y Servicios",0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,-2.0,Interrupciones,Dificultad para colaborar con colegas remotos
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,1.0,2.0,2.0,2.0,0.0,-1.0,0.0,-2.0,-1.0,1.0,-2.0,-1.0,0.0,2.0,1.0,Interrupciones,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,,,,,,,,,,,,,,,Problemas con la configuración de audio y video,Dificultad para innovar
Apoyo Clerical y de Oficina,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,Interrupciones,Dificultad para innovar
"Profesionales Legales, Sociales y de Bienestar",2.0,1.0,0.0,,-1.0,0.0,0.0,0.0,0.0,-2.0,1.0,1.0,-1.0,1.0,0.0,1.0,Interrupciones,Entorno de trabajo ruidoso
Clerical General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",-1.0,0.0,-1.0,-1.0,1.0,0.0,-2.0,1.0,-1.0,-1.0,0.0,-1.0,-2.0,1.0,0.0,-2.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Profesionales de Tecnologías de la Información y Comunicación,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,Entorno de trabajo ruidoso,Interrupciones
Oficios de Construcción,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Interrupciones
Soporte de Ventas,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Dificultad para innovar
Gerentes Especialistas,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Problemas de conectividad/internet,Falta de privacidad
"Profesionales Legales, Sociales y de Bienestar",0.0,-1.0,0.0,-2.0,-1.0,-2.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,-2.0,-1.0,Dificultad para colaborar con colegas remotos,Problemas con la configuración de audio y video
Gerentes Especialistas,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,,,,,,,,0.0,,,,,,,Dificultad para colaborar con colegas remotos,Falta de espacios de trabajo y reuniones adecuados
Otros Clericales y Administrativos,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,-2.0,0.0,0.0,0.0,,
Otros Clericales y Administrativos,,0.0,1.0,-1.0,0.0,0.0,-1.0,-1.0,,,0.0,,-1.0,,,0.0,Entorno de trabajo ruidoso,Falta de espacios de trabajo y reuniones adecuados
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,-1.0,-1.0,0.0,-2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Profesionales de la Educación,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Servicio de Protección,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,Entorno de trabajo ruidoso,Interrupciones
Profesionales de las Artes y los Medios,-1.0,-2.0,0.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-2.0,-2.0,1.0,1.0,-2.0,-2.0,Dificultad para colaborar con colegas remotos,Interrupciones
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Problemas de conectividad/internet,Dificultad para innovar
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,Dificultad para colaborar con colegas remotos,Problemas con la configuración de audio y video
Habilidad en Cuidado Animal y Horticultura,,0.0,0.0,,-1.0,0.0,,,0.0,0.0,1.0,1.0,,0.0,1.0,1.0,,
Gerentes Especialistas,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,Entorno de trabajo ruidoso,Falta de espacios de trabajo y reuniones adecuados
Representantes y Agentes de Ventas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Problemas de conectividad/internet,Dificultad para colaborar con colegas remotos
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,0.0,1.0,,,1.0,,,0.0,0.0,-1.0,,0.0,,0.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
"Directores Ejecutivos, Gerentes Generales y Legisladores",,,,,,,,,,,,,,,,,,
Profesionales de la Salud,-1.0,0.0,1.0,-2.0,-1.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,-2.0,-2.0,-2.0,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,-1.0,1.0,,0.0,0.0,,0.0,0.0,,-1.0,0.0,-1.0,0.0,,0.0,Interrupciones,Entorno de trabajo ruidoso
Otros Técnicos y Oficios,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,
Oficios de Construcción,,0.0,0.0,-1.0,,,-1.0,-1.0,,-1.0,0.0,-1.0,,,,,,
Profesionales de la Educación,,,,,,,,,,,,,,,,,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,-1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,Interrupciones,Problemas de conectividad/internet
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Clerks Numéricos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
Soporte de Ventas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,,
Otros Clericales y Administrativos,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,-1.0,-2.0,-2.0,,1.0,Interrupciones,Dificultad para colaborar con colegas remotos
Profesionales de Tecnologías de la Información y Comunicación,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-2.0,0.0,1.0,-2.0,1.0,-2.0,1.0,,
"Gerentes de Hospitalidad, Retail y Servicios",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Falta de espacios de trabajo y reuniones adecuados,Interrupciones
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
Asistentes y Vendedores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interrupciones,Problemas de conectividad/internet
Profesionales de Tecnologías de la Información y Comunicación,-1.0,1.0,,0.0,-1.0,-2.0,0.0,2.0,-2.0,-1.0,,,2.0,-1.0,-1.0,1.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Falta de espacios de trabajo y reuniones adecuados
Asistentes Personales y Secretarias,,,,,,,,2.0,0.0,,,2.0,,,,,,
Profesionales de las Artes y los Medios,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,1.0,,0.0,0.0,0.0,,
Gerentes de Oficina y Administradores de Programas,,,,,,,,,,,,,,,,,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",,0.0,0.0,-1.0,,,-1.0,-1.0,0.0,-1.0,0.0,0.0,,0.0,0.0,0.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",1.0,0.0,-1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,Interrupciones,Falta de espacios de trabajo y reuniones adecuados
Apoyo Clerical y de Oficina,,,,,,,,,,,,,,,,,,
Profesionales de Tecnologías de la Información y Comunicación,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Falta de privacidad,Entorno de trabajo ruidoso
Apoyo de Salud y Bienestar,-1.0,1.0,-1.0,-2.0,-2.0,0.0,,,,-2.0,-1.0,1.0,2.0,0.0,,-1.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",-2.0,-1.0,0.0,-2.0,-1.0,-1.0,-1.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,,1.0,,
Asistentes Personales y Secretarias,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
Profesionales de Tecnologías de la Información y Comunicación,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,,
Gerentes Especialistas,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Dificultad para innovar,Entorno de trabajo ruidoso
"Profesionales de Negocios, Recursos Humanos y Marketing",,,,,,,-1.0,,,,,,,,,,,
Gerentes Especialistas,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,,,-1.0,1.0,2.0,0.0,,0.0,Problemas de conectividad/internet,Dificultad para colaborar con colegas remotos
Profesionales de la Salud,,,1.0,1.0,-2.0,1.0,,,1.0,,0.0,1.0,1.0,0.0,,0.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",,,,,,,,,,,,-1.0,,,,,Entorno de trabajo ruidoso,Problemas con la configuración de audio y video
Asistentes y Vendedores,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,Entorno de trabajo ruidoso,Dificultad para innovar
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-2.0,Falta de espacios de trabajo y reuniones adecuados,Entorno de trabajo ruidoso
Gerentes Especialistas,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,Entorno de trabajo ruidoso,Interrupciones
Clerical General,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,Interrupciones,Problemas con la configuración de audio y video
Representantes y Agentes de Ventas,,,,0.0,,,,1.0,0.0,,,0.0,,,,,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
Hospitalidad,-1.0,1.0,-2.0,0.0,-1.0,1.0,2.0,-1.0,0.0,0.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,Problemas de conectividad/internet,Interrupciones
Profesionales de Tecnologías de la Información y Comunicación,,,,,,,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,
Profesionales de Tecnologías de la Información y Comunicación,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,,
Otros Técnicos y Oficios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
Apoyo de Salud y Bienestar,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,Problemas de conectividad/internet,Dificultad para colaborar con colegas remotos
"Directores Ejecutivos, Gerentes Generales y Legisladores",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,Interrupciones,Dificultad para colaborar con colegas remotos
Representantes y Agentes de Ventas,-1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,-1.0,2.0,0.0,,
Otros Obreros,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-2.0,1.0,1.0,0.0,,0.0,2.0,Dificultad para innovar,Dificultad para colaborar con colegas remotos
Clerks Numéricos,,0.0,0.0,,,0.0,-1.0,-1.0,0.0,,1.0,-1.0,,,,0.0,,
Apoyo Clerical y de Oficina,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,Entorno de trabajo ruidoso,Dificultad para innovar
"Profesionales de Negocios, Recursos Humanos y Marketing",,1.0,0.0,,2.0,0.0,,0.0,0.0,,1.0,2.0,-1.0,0.0,,2.0,,
Agricultores y Gerentes de Granjas,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,Interrupciones,Entorno de trabajo ruidoso
Otros Técnicos y Oficios,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",0.0,2.0,2.0,0.0,0.0,0.0,,-1.0,-2.0,0.0,-1.0,1.0,-2.0,-1.0,0.0,-1.0,Problemas de conectividad/internet,Entorno de trabajo ruidoso
Profesionales de la Educación,0.0,-1.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Problemas de conectividad/internet
Profesionales de la Educación,-1.0,-2.0,-2.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,Interrupciones,Problemas de conectividad/internet
"Gerentes de Hospitalidad, Retail y Servicios",2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,Dificultad para colaborar con colegas remotos,Interrupciones
Otros Clericales y Administrativos,-1.0,-1.0,0.0,0.0,-2.0,0.0,-1.0,,0.0,1.0,2.0,1.0,-1.0,2.0,0.0,2.0,Entorno de trabajo ruidoso,Falta de privacidad
Gerentes Especialistas,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,Dificultad para innovar,Interrupciones
Gerentes Especialistas,,,,,,,,,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,,
Gerentes Especialistas,0.0,1.0,2.0,2.0,1.0,-2.0,2.0,2.0,2.0,-1.0,2.0,0.0,2.0,1.0,2.0,2.0,,
Gerentes Especialistas,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,Problemas de conectividad/internet,Interrupciones
Apoyo Clerical y de Oficina,1.0,0.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Problemas de conectividad/internet,Dificultad para innovar
Apoyo Clerical y de Oficina,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Dificultad para colaborar con colegas remotos,Interrupciones
Clerical General,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Interrupciones,Falta de privacidad
Profesionales de la Salud,,,,,,,,,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,Entorno de trabajo ruidoso,Falta de privacidad
Apoyo Clerical y de Oficina,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-2.0,0.0,Interrupciones,Falta de espacios de trabajo y reuniones adecuados
"Directores Ejecutivos, Gerentes Generales y Legisladores",2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,
Apoyo de Salud y Bienestar,0.0,0.0,1.0,,,,-1.0,,,1.0,1.0,-2.0,,0.0,,1.0,Falta de espacios de trabajo y reuniones adecuados,Interrupciones
Otros Clericales y Administrativos,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,-2.0,,,-2.0,,,,,,
Oficios de Electrotecnología y Telecomunicaciones,,,,0.0,-2.0,,0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,
Profesionales de la Educación,2.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Profesionales Legales, Sociales y de Bienestar",-1.0,0.0,1.0,0.0,,0.0,0.0,-1.0,,,-1.0,-1.0,,-2.0,,,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Interrupciones,Dificultad para colaborar con colegas remotos
Clerks de Consultas y Recepcionistas,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,
Gerentes de Oficina y Administradores de Programas,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,Interrupciones,Problemas con la configuración de audio y video
"Directores Ejecutivos, Gerentes Generales y Legisladores",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Otros Clericales y Administrativos,,,,,,,,-2.0,,-2.0,,,,0.0,,,Interrupciones,Falta de privacidad
Apoyo Clerical y de Oficina,2.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,,
Profesionales de la Educación,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"Profesionales de Diseño, Ingeniería, Ciencia y Transporte",1.0,0.0,1.0,0.0,0.0,1.0,-2.0,1.0,,1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,Interrupciones,Interrupciones
Operadores de Máquinas y Plantas Estacionarias,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,0.0,,0.0,,2.0,Interrupciones,Entorno de trabajo ruidoso
Asistentes y Vendedores,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Interrupciones,Problemas con la configuración de audio y video
"Profesionales Legales, Sociales y de Bienestar",0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,Falta de privacidad,Entorno de trabajo ruidoso
Asistentes y Vendedores,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
Oficios de Electrotecnología y Telecomunicaciones,-1.0,0.0,-1.0,-2.0,,-2.0,0.0,1.0,-2.0,-2.0,-2.0,-1.0,-1.0,1.0,-2.0,,Dificultad para colaborar con colegas remotos,Entorno de trabajo ruidoso
"Directores Ejecutivos, Gerentes Generales y Legisladores",2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,Interrupciones,Entorno de trabajo ruidoso
Asistentes Personales y Secretarias,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,
"Directores Ejecutivos, Gerentes Generales y Legisladores",0.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,Falta de privacidad,Entorno de trabajo ruidoso
"Profesionales de Negocios, Recursos Humanos y Marketing",1.0,1.0,0.0,0.0,,,,1.0,0.0,1.0,0.0,,0.0,1.0,,1.0,,
Apoyo Clerical y de Oficina,1.0,1.0,1.0,0.0,0.0,0.0,,-1.0,0.0,-1.0,0.0,0.0,,0.0,,0.0,,
"Profesionales Legales, Sociales y de Bienestar",1.0,1.0,1.0,2.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,,,1.0,,2.0,Interrupciones,Falta de espacios de trabajo y reuniones adecuados
Gerentes Especialistas,-1.0,-1.0,-2.0,1.0,-2.0,-1.0,0.0,0.0,2.0,0.0,-1.0,-1.0,0.0,-2.0,-1.0,0.0,Dificultad para colaborar con colegas remotos,Falta de privacidad
Profesionales de la Salud,0.0,0.0,-1.0,0.0,-2.0,-1.0,,,0.0,,,0.0,0.0,,0.0,0.0,,
Profesionales de la Educación,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,,
Gerentes Especialistas,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,,0.0,,-1.0,0.0,0.0,Entorno de trabajo ruidoso,Dificultad para colaborar con colegas remotos
"Gerentes de Hospitalidad, Retail y Servicios",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,1.0,,0.0,,0.0,,
Gerentes Especialistas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Problemas de conectividad/internet,Entorno de trabajo ruidoso
Profesionales de Tecnologías de la Información y Comunicación,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Entorno de trabajo ruidoso,Problemas de conectividad/internet
"Gerentes de Hospitalidad, Retail y Servicios",0.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,Interrupciones,Falta de espacios de trabajo y reuniones adecuados
Oficios de Electrotecnología y Telecomunicaciones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
"Profesionales de Negocios, Recursos Humanos y Marketing",,,,,,,,,,,,,,,,,Problemas con la configuración de audio y video,Entorno de trabajo ruidoso
Gerentes Especialistas,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,Entorno de trabajo ruidoso,Problemas de conectividad/internet
Gerentes de Oficina y Administradores de Programas,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,,,-1.0,,,-2.0,,,Entorno de trabajo ruidoso,Entorno de trabajo ruidoso
Obreros de Construcción y Minería,0.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Falta de espacios de trabajo y reuniones adecuados,Entorno de trabajo ruidoso
Otros Clericales y Administrativos,,,0.0,1.0,,1.0,,,,,0.0,-1.0,,0.0,0.0,,,
"Profesionales de Negocios, Recursos Humanos y Marketing",,,,,,,,,,,,,,,,,,
"Gerentes de Hospitalidad, Retail y Servicios",,,,,,,,,,,,,,,,,,
Gerentes Especialistas,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,
